date_time,water_level,sigma,o,f,r,l,quality 
2017-07-01 21:00,602.953,0.007,0,0,0,0,v
2017-07-01 21:06,603.005,0.010,0,0,0,0,v
2017-07-01 21:12,603.051,0.030,0,0,0,0,v
2017-07-01 21:18,603.061,0.016,0,0,0,0,v
2017-07-01 21:24,603.009,0.020,0,0,0,0,v
2017-07-01 21:30,603.031,0.013,0,0,0,0,v
2017-07-01 21:36,603.087,0.010,0,0,0,0,v
2017-07-01 21:42,603.077,0.010,0,0,0,0,v
2017-07-01 21:48,603.041,0.010,0,0,0,0,v
2017-07-01 21:54,603.018,0.013,0,0,0,0,v
2017-07-01 22:00,602.999,0.007,0,0,0,0,v
2017-07-01 22:06,603.028,0.007,0,0,0,0,v
2017-07-01 22:12,603.002,0.000,0,0,0,0,v
2017-07-01 22:18,602.943,0.010,0,0,0,0,v
2017-07-01 22:24,602.959,0.013,0,0,0,0,v
2017-07-01 22:30,602.989,0.016,0,0,0,0,v
2017-07-01 22:36,602.982,0.013,0,0,0,0,v
2017-07-01 22:42,602.982,0.010,0,0,0,0,v
2017-07-01 22:48,602.982,0.016,0,0,0,0,v
2017-07-01 22:54,603.005,0.020,0,0,0,0,v
2017-07-01 23:00,603.045,0.013,0,0,0,0,v
2017-07-01 23:06,603.051,0.010,0,0,0,0,v
2017-07-01 23:12,603.084,0.010,0,0,0,0,v
2017-07-01 23:18,603.087,0.007,0,0,0,0,v
2017-07-01 23:24,603.064,0.003,0,0,0,0,v
2017-07-01 23:30,603.068,0.007,0,0,0,0,v
2017-07-01 23:36,603.068,0.003,0,0,0,0,v
2017-07-01 23:42,603.068,0.003,0,0,0,0,v
2017-07-01 23:48,603.058,0.007,0,0,0,0,v
2017-07-01 23:54,603.051,0.003,0,0,0,0,v
2017-07-02 00:00,603.054,0.007,0,0,0,0,v
2017-07-02 00:06,603.041,0.007,0,0,0,0,v
2017-07-02 00:12,603.028,0.003,0,0,0,0,v
2017-07-02 00:18,603.051,0.003,0,0,0,0,v
2017-07-02 00:24,603.081,0.007,0,0,0,0,v
2017-07-02 00:30,603.068,0.007,0,0,0,0,v
2017-07-02 00:36,603.068,0.007,0,0,0,0,v
2017-07-02 00:42,603.077,0.007,0,0,0,0,v
2017-07-02 00:48,603.107,0.003,0,0,0,0,v
2017-07-02 00:54,603.143,0.000,0,0,0,0,v
2017-07-02 01:00,603.169,0.003,0,0,0,0,v
2017-07-02 01:06,603.205,0.003,0,0,0,0,v
2017-07-02 01:12,603.199,0.003,0,0,0,0,v
2017-07-02 01:18,603.209,0.007,0,0,0,0,v
2017-07-02 01:24,603.248,0.010,0,0,0,0,v
2017-07-02 01:30,603.258,0.003,0,0,0,0,v
2017-07-02 01:36,603.268,0.003,0,0,0,0,v
2017-07-02 01:42,603.245,0.003,0,0,0,0,v
2017-07-02 01:48,603.186,0.000,0,0,0,0,v
2017-07-02 01:54,603.186,0.010,0,0,0,0,v
2017-07-02 02:00,603.215,0.003,0,0,0,0,v
2017-07-02 02:06,603.173,0.007,0,0,0,0,v
2017-07-02 02:12,603.123,0.000,0,0,0,0,v
2017-07-02 02:18,603.123,0.000,0,0,0,0,v
2017-07-02 02:24,603.100,0.003,0,0,0,0,v
2017-07-02 02:30,603.074,0.000,0,0,0,0,v
2017-07-02 02:36,603.074,0.000,0,0,0,0,v
2017-07-02 02:42,603.081,0.003,0,0,0,0,v
2017-07-02 02:48,603.084,0.000,0,0,0,0,v
2017-07-02 02:54,603.048,0.003,0,0,0,0,v
2017-07-02 03:00,603.058,0.003,0,0,0,0,v
2017-07-02 03:06,603.117,0.003,0,0,0,0,v
2017-07-02 03:12,603.146,0.000,0,0,0,0,v
2017-07-02 03:18,603.136,0.007,0,0,0,0,v
2017-07-02 03:24,603.127,0.000,0,0,0,0,v
2017-07-02 03:30,603.176,0.010,0,0,0,0,v
2017-07-02 03:36,603.235,0.000,0,0,0,0,v
2017-07-02 03:42,603.202,0.010,0,0,0,0,v
2017-07-02 03:48,603.169,0.003,0,0,0,0,v
2017-07-02 03:54,603.189,0.000,0,0,0,0,v
2017-07-02 04:00,603.182,0.003,0,0,0,0,v
2017-07-02 04:06,603.153,0.010,0,0,0,0,v
2017-07-02 04:12,603.091,0.007,0,0,0,0,v
2017-07-02 04:18,603.061,0.000,0,0,0,0,v
2017-07-02 04:24,603.061,0.000,0,0,0,0,v
2017-07-02 04:30,603.061,0.000,0,0,0,0,v
2017-07-02 04:36,603.051,0.000,0,0,0,0,v
2017-07-02 04:42,603.015,0.003,0,0,0,0,v
2017-07-02 04:48,603.005,0.003,0,0,0,0,v
2017-07-02 04:54,603.045,0.010,0,0,0,0,v
2017-07-02 05:00,603.061,0.000,0,0,0,0,v
2017-07-02 05:06,603.064,0.003,0,0,0,0,v
2017-07-02 05:12,603.107,0.010,0,0,0,0,v
2017-07-02 05:18,603.133,0.003,0,0,0,0,v
2017-07-02 05:24,603.133,0.000,0,0,0,0,v
2017-07-02 05:30,603.133,0.000,0,0,0,0,v
2017-07-02 05:36,603.146,0.000,0,0,0,0,v
2017-07-02 05:42,603.146,0.000,0,0,0,0,v
2017-07-02 05:48,603.130,0.007,0,0,0,0,v
2017-07-02 05:54,603.077,0.007,0,0,0,0,v
2017-07-02 06:00,603.048,0.003,0,0,0,0,v
2017-07-02 06:06,603.025,0.003,0,0,0,0,v
2017-07-02 06:12,603.009,0.000,0,0,0,0,v
2017-07-02 06:18,602.963,0.010,0,0,0,0,v
2017-07-02 06:24,602.907,0.007,0,0,0,0,v
2017-07-02 06:30,602.894,0.000,0,0,0,0,v
2017-07-02 06:36,602.913,0.000,0,0,0,0,v
2017-07-02 06:42,602.923,0.000,0,0,0,0,v
2017-07-02 06:48,602.917,0.000,0,0,0,0,v
2017-07-02 06:54,602.923,0.003,0,0,0,0,v
2017-07-02 07:00,602.972,0.007,0,0,0,0,v
2017-07-02 07:06,603.022,0.003,0,0,0,0,v
2017-07-02 07:12,603.035,0.000,0,0,0,0,v
2017-07-02 07:18,603.041,0.007,0,0,0,0,v
2017-07-02 07:24,603.068,0.010,0,0,0,0,v
2017-07-02 07:30,603.077,0.003,0,0,0,0,v
2017-07-02 07:36,603.064,0.010,0,0,0,0,v
2017-07-02 07:42,603.051,0.007,0,0,0,0,v
2017-07-02 07:48,603.051,0.000,0,0,0,0,v
2017-07-02 07:54,603.058,0.000,0,0,0,0,v
2017-07-02 08:00,603.012,0.000,0,0,0,0,v
2017-07-02 08:06,602.972,0.000,0,0,0,0,v
2017-07-02 08:12,602.923,0.003,0,0,0,0,v
2017-07-02 08:18,602.936,0.007,0,0,0,0,v
2017-07-02 08:24,602.982,0.013,0,0,0,0,v
2017-07-02 08:30,602.995,0.000,0,0,0,0,v
2017-07-02 08:36,602.976,0.007,0,0,0,0,v
2017-07-02 08:42,602.956,0.010,0,0,0,0,v
2017-07-02 08:48,602.979,0.010,0,0,0,0,v
2017-07-02 08:54,603.018,0.003,0,0,0,0,v
2017-07-02 09:00,603.038,0.007,0,0,0,0,v
2017-07-02 09:06,603.022,0.000,0,0,0,0,v
2017-07-02 09:12,603.035,0.007,0,0,0,0,v
2017-07-02 09:18,603.038,0.003,0,0,0,0,v
2017-07-02 09:24,603.025,0.000,0,0,0,0,v
2017-07-02 09:30,603.022,0.003,0,0,0,0,v
2017-07-02 09:36,602.992,0.000,0,0,0,0,v
2017-07-02 09:42,603.002,0.003,0,0,0,0,v
2017-07-02 09:48,603.002,0.010,0,0,0,0,v
2017-07-02 09:54,602.953,0.010,0,0,0,0,v
2017-07-02 10:00,602.910,0.003,0,0,0,0,v
2017-07-02 10:06,602.910,0.000,0,0,0,0,v
2017-07-02 10:12,602.917,0.000,0,0,0,0,v
2017-07-02 10:18,602.907,0.003,0,0,0,0,v
2017-07-02 10:24,602.913,0.007,0,0,0,0,v
2017-07-02 10:30,602.894,0.003,0,0,0,0,v
2017-07-02 10:36,602.920,0.007,0,0,0,0,v
2017-07-02 10:42,602.933,0.010,0,0,0,0,v
2017-07-02 10:48,602.966,0.007,0,0,0,0,v
2017-07-02 10:54,602.995,0.010,0,0,0,0,v
2017-07-02 11:00,602.976,0.020,0,0,0,0,v
2017-07-02 11:06,602.963,0.013,0,0,0,0,v
2017-07-02 11:12,602.959,0.003,0,0,0,0,v
2017-07-02 11:18,602.949,0.010,0,0,0,0,v
2017-07-02 11:24,602.927,0.007,0,0,0,0,v
2017-07-02 11:30,602.894,0.007,0,0,0,0,v
2017-07-02 11:36,602.904,0.003,0,0,0,0,v
2017-07-02 11:42,602.900,0.010,0,0,0,0,v
2017-07-02 11:48,602.890,0.007,0,0,0,0,v
2017-07-02 11:54,602.877,0.007,0,0,0,0,v
2017-07-02 12:00,602.920,0.010,0,0,0,0,v
2017-07-02 12:06,602.920,0.007,0,0,0,0,v
2017-07-02 12:12,602.907,0.007,0,0,0,0,v
2017-07-02 12:18,602.910,0.003,0,0,0,0,v
2017-07-02 12:24,602.910,0.007,0,0,0,0,v
2017-07-02 12:30,602.940,0.013,0,0,0,0,v
2017-07-02 12:36,602.940,0.003,0,0,0,0,v
2017-07-02 12:42,602.946,0.010,0,0,0,0,v
2017-07-02 12:48,602.936,0.000,0,0,0,0,v
2017-07-02 12:54,602.923,0.007,0,0,0,0,v
2017-07-02 13:00,602.940,0.007,0,0,0,0,v
2017-07-02 13:06,602.946,0.003,0,0,0,0,v
2017-07-02 13:12,602.953,0.003,0,0,0,0,v
2017-07-02 13:18,602.966,0.003,0,0,0,0,v
2017-07-02 13:24,602.953,0.010,0,0,0,0,v
2017-07-02 13:30,602.917,0.010,0,0,0,0,v
2017-07-02 13:36,602.890,0.010,0,0,0,0,v
2017-07-02 13:42,602.877,0.003,0,0,0,0,v
2017-07-02 13:48,602.904,0.003,0,0,0,0,v
2017-07-02 13:54,602.946,0.000,0,0,0,0,v
2017-07-02 14:00,602.920,0.007,0,0,0,0,v
2017-07-02 14:06,602.907,0.000,0,0,0,0,v
2017-07-02 14:12,602.904,0.003,0,0,0,0,v
2017-07-02 14:18,602.907,0.000,0,0,0,0,v
2017-07-02 14:24,602.933,0.000,0,0,0,0,v
2017-07-02 14:30,602.940,0.000,0,0,0,0,v
2017-07-02 14:36,602.930,0.010,0,0,0,0,v
2017-07-02 14:42,602.917,0.000,0,0,0,0,v
2017-07-02 14:48,602.943,0.010,0,0,0,0,v
2017-07-02 14:54,602.976,0.000,0,0,0,0,v
2017-07-02 15:00,602.976,0.000,0,0,0,0,v
2017-07-02 15:06,602.995,0.007,0,0,0,0,v
2017-07-02 15:12,603.022,0.000,0,0,0,0,v
2017-07-02 15:18,603.005,0.020,0,0,0,0,v
2017-07-02 15:24,603.054,0.016,0,0,0,0,v
2017-07-02 15:30,603.097,0.013,0,0,0,0,v
2017-07-02 15:36,603.091,0.020,0,0,0,0,v
2017-07-02 15:42,603.077,0.010,0,0,0,0,v
2017-07-02 15:48,603.071,0.007,0,0,0,0,v
2017-07-02 15:54,603.054,0.007,0,0,0,0,v
2017-07-02 16:00,603.054,0.007,0,0,0,0,v
2017-07-02 16:06,603.035,0.010,0,0,0,0,v
2017-07-02 16:12,603.012,0.007,0,0,0,0,v
2017-07-02 16:18,602.999,0.010,0,0,0,0,v
2017-07-02 16:24,602.956,0.007,0,0,0,0,v
2017-07-02 16:30,602.949,0.010,0,0,0,0,v
2017-07-02 16:36,602.982,0.000,0,0,0,0,v
2017-07-02 16:42,603.002,0.007,0,0,0,0,v
2017-07-02 16:48,603.002,0.007,0,0,0,0,v
2017-07-02 16:54,603.015,0.007,0,0,0,0,v
2017-07-02 17:00,603.028,0.007,0,0,0,0,v
2017-07-02 17:06,603.048,0.007,0,0,0,0,v
2017-07-02 17:12,603.081,0.007,0,0,0,0,v
2017-07-02 17:18,603.097,0.000,0,0,0,0,v
2017-07-02 17:24,603.133,0.000,0,0,0,0,v
2017-07-02 17:30,603.163,0.010,0,0,0,0,v
2017-07-02 17:36,603.146,0.007,0,0,0,0,v
2017-07-02 17:42,603.133,0.007,0,0,0,0,v
2017-07-02 17:48,603.136,0.003,0,0,0,0,v
2017-07-02 17:54,603.140,0.007,0,0,0,0,v
2017-07-02 18:00,603.100,0.010,0,0,0,0,v
2017-07-02 18:06,603.061,0.003,0,0,0,0,v
2017-07-02 18:12,603.028,0.000,0,0,0,0,v
2017-07-02 18:18,603.005,0.003,0,0,0,0,v
2017-07-02 18:24,602.992,0.000,0,0,0,0,v
2017-07-02 18:30,602.966,0.000,0,0,0,0,v
2017-07-02 18:36,602.976,0.003,0,0,0,0,v
2017-07-02 18:42,603.025,0.010,0,0,0,0,v
2017-07-02 18:48,603.061,0.007,0,0,0,0,v
2017-07-02 18:54,603.058,0.007,0,0,0,0,v
2017-07-02 19:00,603.110,0.016,0,0,0,0,v
2017-07-02 19:06,603.159,0.007,0,0,0,0,v
2017-07-02 19:12,603.173,0.007,0,0,0,0,v
2017-07-02 19:18,603.179,0.003,0,0,0,0,v
2017-07-02 19:24,603.189,0.003,0,0,0,0,v
2017-07-02 19:30,603.199,0.003,0,0,0,0,v
2017-07-02 19:36,603.179,0.003,0,0,0,0,v
2017-07-02 19:42,603.159,0.003,0,0,0,0,v
2017-07-02 19:48,603.117,0.010,0,0,0,0,v
2017-07-02 19:54,603.048,0.010,0,0,0,0,v
2017-07-02 20:00,603.012,0.007,0,0,0,0,v
2017-07-02 20:06,602.999,0.000,0,0,0,0,v
2017-07-02 20:12,602.972,0.007,0,0,0,0,v
2017-07-02 20:18,602.956,0.003,0,0,0,0,v
2017-07-02 20:24,602.940,0.000,0,0,0,0,v
2017-07-02 20:30,602.927,0.003,0,0,0,0,v
2017-07-02 20:36,602.910,0.007,0,0,0,0,v
2017-07-02 20:42,602.927,0.007,0,0,0,0,v
2017-07-02 20:48,602.986,0.010,0,0,0,0,v
2017-07-02 20:54,603.028,0.007,0,0,0,0,v
2017-07-02 21:00,603.031,0.003,0,0,0,0,v
2017-07-02 21:06,603.025,0.000,0,0,0,0,v
2017-07-02 21:12,603.041,0.003,0,0,0,0,v
2017-07-02 21:18,603.077,0.003,0,0,0,0,v
2017-07-02 21:24,603.087,0.000,0,0,0,0,v
2017-07-02 21:30,603.051,0.003,0,0,0,0,v
2017-07-02 21:36,603.048,0.007,0,0,0,0,v
2017-07-02 21:42,603.018,0.010,0,0,0,0,v
2017-07-02 21:48,602.976,0.000,0,0,0,0,v
2017-07-02 21:54,602.969,0.003,0,0,0,0,v
2017-07-02 22:00,602.979,0.007,0,0,0,0,v
2017-07-02 22:06,602.956,0.007,0,0,0,0,v
2017-07-02 22:12,602.930,0.000,0,0,0,0,v
2017-07-02 22:18,602.927,0.003,0,0,0,0,v
2017-07-02 22:24,602.959,0.003,0,0,0,0,v
2017-07-02 22:30,602.982,0.003,0,0,0,0,v
2017-07-02 22:36,602.966,0.000,0,0,0,0,v
2017-07-02 22:42,602.986,0.013,0,0,0,0,v
2017-07-02 22:48,603.022,0.000,0,0,0,0,v
2017-07-02 22:54,603.038,0.007,0,0,0,0,v
2017-07-02 23:00,603.061,0.003,0,0,0,0,v
2017-07-02 23:06,603.058,0.000,0,0,0,0,v
2017-07-02 23:12,603.077,0.007,0,0,0,0,v
2017-07-02 23:18,603.084,0.000,0,0,0,0,v
2017-07-02 23:24,603.068,0.000,0,0,0,0,v
2017-07-02 23:30,603.045,0.003,0,0,0,0,v
2017-07-02 23:36,603.025,0.000,0,0,0,0,v
2017-07-02 23:42,603.028,0.003,0,0,0,0,v
2017-07-02 23:48,603.038,0.033,0,0,0,0,v
2017-07-02 23:54,603.005,0.020,0,0,0,0,v
2017-07-03 00:00,602.940,0.010,0,0,0,0,v
2017-07-03 00:06,602.966,0.010,0,0,0,0,v
2017-07-03 00:12,602.999,0.003,0,0,0,0,v
2017-07-03 00:18,603.051,0.013,0,0,0,0,v
2017-07-03 00:24,603.074,0.010,0,0,0,0,v
2017-07-03 00:30,603.058,0.010,0,0,0,0,v
2017-07-03 00:36,603.074,0.000,0,0,0,0,v
2017-07-03 00:42,603.094,0.003,0,0,0,0,v
2017-07-03 00:48,603.114,0.013,0,0,0,0,v
2017-07-03 00:54,603.130,0.010,0,0,0,0,v
2017-07-03 01:00,603.130,0.003,0,0,0,0,v
2017-07-03 01:06,603.123,0.003,0,0,0,0,v
2017-07-03 01:12,603.097,0.007,0,0,0,0,v
2017-07-03 01:18,603.081,0.010,0,0,0,0,v
2017-07-03 01:24,603.087,0.007,0,0,0,0,v
2017-07-03 01:30,603.091,0.010,0,0,0,0,v
2017-07-03 01:36,603.074,0.007,0,0,0,0,v
2017-07-03 01:42,603.054,0.003,0,0,0,0,v
2017-07-03 01:48,603.064,0.007,0,0,0,0,v
2017-07-03 01:54,603.087,0.003,0,0,0,0,v
2017-07-03 02:00,603.091,0.003,0,0,0,0,v
2017-07-03 02:06,603.117,0.003,0,0,0,0,v
2017-07-03 02:12,603.140,0.007,0,0,0,0,v
2017-07-03 02:18,603.140,0.000,0,0,0,0,v
2017-07-03 02:24,603.156,0.003,0,0,0,0,v
2017-07-03 02:30,603.163,0.000,0,0,0,0,v
2017-07-03 02:36,603.169,0.007,0,0,0,0,v
2017-07-03 02:42,603.156,0.000,0,0,0,0,v
2017-07-03 02:48,603.156,0.000,0,0,0,0,v
2017-07-03 02:54,603.140,0.010,0,0,0,0,v
2017-07-03 03:00,603.084,0.010,0,0,0,0,v
2017-07-03 03:06,603.081,0.003,0,0,0,0,v
2017-07-03 03:12,603.104,0.000,0,0,0,0,v
2017-07-03 03:18,603.081,0.007,0,0,0,0,v
2017-07-03 03:24,603.041,0.010,0,0,0,0,v
2017-07-03 03:30,603.051,0.000,0,0,0,0,v
2017-07-03 03:36,603.054,0.007,0,0,0,0,v
2017-07-03 03:42,603.068,0.000,0,0,0,0,v
2017-07-03 03:48,603.054,0.003,0,0,0,0,v
2017-07-03 03:54,603.054,0.003,0,0,0,0,v
2017-07-03 04:00,603.064,0.003,0,0,0,0,v
2017-07-03 04:06,603.084,0.007,0,0,0,0,v
2017-07-03 04:12,603.094,0.007,0,0,0,0,v
2017-07-03 04:18,603.117,0.000,0,0,0,0,v
2017-07-03 04:24,603.110,0.000,0,0,0,0,v
2017-07-03 04:30,603.120,0.007,0,0,0,0,v
2017-07-03 04:36,603.163,0.003,0,0,0,0,v
2017-07-03 04:42,603.143,0.007,0,0,0,0,v
2017-07-03 04:48,603.100,0.003,0,0,0,0,v
2017-07-03 04:54,603.107,0.003,0,0,0,0,v
2017-07-03 05:00,603.140,0.003,0,0,0,0,v
2017-07-03 05:06,603.146,0.000,0,0,0,0,v
2017-07-03 05:12,603.133,0.007,0,0,0,0,v
2017-07-03 05:18,603.094,0.003,0,0,0,0,v
2017-07-03 05:24,603.091,0.000,0,0,0,0,v
2017-07-03 05:30,603.104,0.000,0,0,0,0,v
2017-07-03 05:36,603.117,0.003,0,0,0,0,v
2017-07-03 05:42,603.123,0.003,0,0,0,0,v
2017-07-03 05:48,603.068,0.007,0,0,0,0,v
2017-07-03 05:54,603.041,0.000,0,0,0,0,v
2017-07-03 06:00,603.058,0.000,0,0,0,0,v
2017-07-03 06:06,603.068,0.000,0,0,0,0,v
2017-07-03 06:12,603.051,0.007,0,0,0,0,v
2017-07-03 06:18,603.009,0.000,0,0,0,0,v
2017-07-03 06:24,603.002,0.000,0,0,0,0,v
2017-07-03 06:30,603.002,0.000,0,0,0,0,v
2017-07-03 06:36,603.002,0.003,0,0,0,0,v
2017-07-03 06:42,602.979,0.003,0,0,0,0,v
2017-07-03 06:48,603.009,0.007,0,0,0,0,v
2017-07-03 06:54,603.022,0.000,0,0,0,0,v
2017-07-03 07:00,603.022,0.000,0,0,0,0,v
2017-07-03 07:06,603.022,0.000,0,0,0,0,v
2017-07-03 07:12,603.015,0.000,0,0,0,0,v
2017-07-03 07:18,603.028,0.007,0,0,0,0,v
2017-07-03 07:24,603.041,0.000,0,0,0,0,v
2017-07-03 07:30,603.041,0.003,0,0,0,0,v
2017-07-03 07:36,603.041,0.000,0,0,0,0,v
2017-07-03 07:42,603.005,0.003,0,0,0,0,v
2017-07-03 07:48,602.982,0.000,0,0,0,0,v
2017-07-03 07:54,602.989,0.003,0,0,0,0,v
2017-07-03 08:00,602.992,0.000,0,0,0,0,v
2017-07-03 08:06,602.986,0.000,0,0,0,0,v
2017-07-03 08:12,602.972,0.003,0,0,0,0,v
2017-07-03 08:18,602.963,0.003,0,0,0,0,v
2017-07-03 08:24,602.972,0.010,0,0,0,0,v
2017-07-03 08:30,603.005,0.003,0,0,0,0,v
2017-07-03 08:36,603.028,0.000,0,0,0,0,v
2017-07-03 08:42,603.022,0.000,0,0,0,0,v
2017-07-03 08:48,603.018,0.000,0,0,0,0,v
2017-07-03 08:54,603.061,0.000,0,0,0,0,v
2017-07-03 09:00,603.081,0.000,0,0,0,0,v
2017-07-03 09:06,603.091,0.000,0,0,0,0,v
2017-07-03 09:12,603.143,0.013,0,0,0,0,v
2017-07-03 09:18,603.071,0.010,0,0,0,0,v
2017-07-03 09:24,603.012,0.003,0,0,0,0,v
2017-07-03 09:30,603.038,0.007,0,0,0,0,v
2017-07-03 09:36,603.035,0.003,0,0,0,0,v
2017-07-03 09:42,603.018,0.003,0,0,0,0,v
2017-07-03 09:48,602.999,0.007,0,0,0,0,v
2017-07-03 09:54,602.966,0.003,0,0,0,0,v
2017-07-03 10:00,602.936,0.003,0,0,0,0,v
2017-07-03 10:06,602.927,0.003,0,0,0,0,v
2017-07-03 10:12,602.933,0.003,0,0,0,0,v
2017-07-03 10:18,602.976,0.003,0,0,0,0,v
2017-07-03 10:24,603.002,0.000,0,0,0,0,v
2017-07-03 10:30,602.992,0.003,0,0,0,0,v
2017-07-03 10:36,602.986,0.007,0,0,0,0,v
2017-07-03 10:42,602.995,0.013,0,0,0,0,v
2017-07-03 10:48,603.058,0.007,0,0,0,0,v
2017-07-03 10:54,603.064,0.000,0,0,0,0,v
2017-07-03 11:00,603.054,0.010,0,0,0,0,v
2017-07-03 11:06,603.064,0.000,0,0,0,0,v
2017-07-03 11:12,603.048,0.007,0,0,0,0,v
2017-07-03 11:18,603.022,0.000,0,0,0,0,v
2017-07-03 11:24,603.028,0.016,0,0,0,0,v
2017-07-03 11:30,603.009,0.003,0,0,0,0,v
2017-07-03 11:36,602.989,0.010,0,0,0,0,v
2017-07-03 11:42,602.972,0.016,0,0,0,0,v
2017-07-03 11:48,602.959,0.007,0,0,0,0,v
2017-07-03 11:54,602.982,0.007,0,0,0,0,v
2017-07-03 12:00,602.972,0.010,0,0,0,0,v
2017-07-03 12:06,602.953,0.013,0,0,0,0,v
2017-07-03 12:12,602.982,0.007,0,0,0,0,v
2017-07-03 12:18,603.018,0.003,0,0,0,0,v
2017-07-03 12:24,603.038,0.003,0,0,0,0,v
2017-07-03 12:30,603.025,0.010,0,0,0,0,v
2017-07-03 12:36,603.038,0.000,0,0,0,0,v
2017-07-03 12:42,603.084,0.003,0,0,0,0,v
2017-07-03 12:48,603.054,0.013,0,0,0,0,v
2017-07-03 12:54,603.025,0.007,0,0,0,0,v
2017-07-03 13:00,603.022,0.007,0,0,0,0,v
2017-07-03 13:06,603.038,0.007,0,0,0,0,v
2017-07-03 13:12,603.094,0.007,0,0,0,0,v
2017-07-03 13:18,603.074,0.003,0,0,0,0,v
2017-07-03 13:24,603.031,0.016,0,0,0,0,v
2017-07-03 13:30,603.022,0.023,0,0,0,0,v
2017-07-03 13:36,603.018,0.010,0,0,0,0,v
2017-07-03 13:42,603.002,0.039,0,0,0,0,v
2017-07-03 13:48,603.061,0.033,0,0,0,0,v
2017-07-03 13:54,603.087,0.003,0,0,0,0,v
2017-07-03 14:00,603.051,0.007,0,0,0,0,v
2017-07-03 14:06,603.015,0.013,0,0,0,0,v
2017-07-03 14:12,603.015,0.026,0,0,0,0,v
2017-07-03 14:18,603.064,0.013,0,0,0,0,v
2017-07-03 14:24,603.074,0.007,0,0,0,0,v
2017-07-03 14:30,603.051,0.016,0,0,0,0,v
2017-07-03 14:36,603.054,0.016,0,0,0,0,v
2017-07-03 14:42,603.035,0.010,0,0,0,0,v
2017-07-03 14:48,603.025,0.010,0,0,0,0,v
2017-07-03 14:54,603.018,0.010,0,0,0,0,v
2017-07-03 15:00,603.058,0.020,0,0,0,0,v
2017-07-03 15:06,603.094,0.007,0,0,0,0,v
2017-07-03 15:12,603.104,0.010,0,0,0,0,v
2017-07-03 15:18,603.077,0.010,0,0,0,0,v
2017-07-03 15:24,603.077,0.010,0,0,0,0,v
2017-07-03 15:30,603.100,0.010,0,0,0,0,v
2017-07-03 15:36,603.140,0.003,0,0,0,0,v
2017-07-03 15:42,603.176,0.010,0,0,0,0,v
2017-07-03 15:48,603.156,0.013,0,0,0,0,v
2017-07-03 15:54,603.140,0.007,0,0,0,0,v
2017-07-03 16:00,603.123,0.013,0,0,0,0,v
2017-07-03 16:06,603.117,0.003,0,0,0,0,v
2017-07-03 16:12,603.159,0.000,0,0,0,0,v
2017-07-03 16:18,603.136,0.013,0,0,0,0,v
2017-07-03 16:24,603.087,0.007,0,0,0,0,v
2017-07-03 16:30,603.104,0.000,0,0,0,0,v
2017-07-03 16:36,603.114,0.007,0,0,0,0,v
2017-07-03 16:42,603.081,0.007,0,0,0,0,v
2017-07-03 16:48,603.051,0.007,0,0,0,0,v
2017-07-03 16:54,603.084,0.010,0,0,0,0,v
2017-07-03 17:00,603.123,0.010,0,0,0,0,v
2017-07-03 17:06,603.123,0.007,0,0,0,0,v
2017-07-03 17:12,603.123,0.010,0,0,0,0,v
2017-07-03 17:18,603.150,0.013,0,0,0,0,v
2017-07-03 17:24,603.127,0.007,0,0,0,0,v
2017-07-03 17:30,603.094,0.016,0,0,0,0,v
2017-07-03 17:36,603.166,0.013,0,0,0,0,v
2017-07-03 17:42,603.166,0.000,0,0,0,0,v
2017-07-03 17:48,603.169,0.003,0,0,0,0,v
2017-07-03 17:54,603.146,0.007,0,0,0,0,v
2017-07-03 18:00,603.130,0.003,0,0,0,0,v
2017-07-03 18:06,603.143,0.000,0,0,0,0,v
2017-07-03 18:12,603.140,0.000,0,0,0,0,v
2017-07-03 18:18,603.140,0.000,0,0,0,0,v
2017-07-03 18:24,603.173,0.007,0,0,0,0,v
2017-07-03 18:30,603.173,0.003,0,0,0,0,v
2017-07-03 18:36,603.159,0.003,0,0,0,0,v
2017-07-03 18:42,603.173,0.003,0,0,0,0,v
2017-07-03 18:48,603.196,0.000,0,0,0,0,v
2017-07-03 18:54,603.228,0.000,0,0,0,0,v
2017-07-03 19:00,603.228,0.000,0,0,0,0,v
2017-07-03 19:06,603.261,0.007,0,0,0,0,v
2017-07-03 19:12,603.281,0.016,0,0,0,0,v
2017-07-03 19:18,603.199,0.007,0,0,0,0,v
2017-07-03 19:24,603.241,0.007,0,0,0,0,v
2017-07-03 19:30,603.251,0.003,0,0,0,0,v
2017-07-03 19:36,603.202,0.007,0,0,0,0,v
2017-07-03 19:42,603.196,0.000,0,0,0,0,v
2017-07-03 19:48,603.186,0.000,0,0,0,0,v
2017-07-03 19:54,603.159,0.003,0,0,0,0,v
2017-07-03 20:00,603.150,0.003,0,0,0,0,v
2017-07-03 20:06,603.130,0.007,0,0,0,0,v
2017-07-03 20:12,603.107,0.000,0,0,0,0,v
2017-07-03 20:18,603.150,0.010,0,0,0,0,v
2017-07-03 20:24,603.150,0.000,0,0,0,0,v
2017-07-03 20:30,603.159,0.000,0,0,0,0,v
2017-07-03 20:36,603.140,0.007,0,0,0,0,v
2017-07-03 20:42,603.127,0.010,0,0,0,0,v
2017-07-03 20:48,603.166,0.003,0,0,0,0,v
2017-07-03 20:54,603.173,0.000,0,0,0,0,v
2017-07-03 21:00,603.179,0.003,0,0,0,0,v
